State,District,Year,Prec_Raviavg,Prec_Kharifavg,Temp_Raviavg,Temp_Kharifavg
Andhra Pradesh,Srikakulam,1991,0.768,5.51,11.636,5.874
Andhra Pradesh,Srikakulam,1992,1.398,6.446,11.932,6.304
Andhra Pradesh,Srikakulam,1993,0.076,5.956,12.316,5.934
Andhra Pradesh,Srikakulam,1994,0.538,6.086,12.06,5.998
Andhra Pradesh,Srikakulam,1995,1.204,7.642,10.792,5.518
Andhra Pradesh,Srikakulam,1996,0.622,8.048,11.158,5.42
Andhra Pradesh,Srikakulam,1997,1.26,5.976,10.932,6.548
Andhra Pradesh,Srikakulam,1998,1.422,8.746,10.366,5.02
Andhra Pradesh,Srikakulam,1999,0.076,5.132,12.724,6.01
Andhra Pradesh,Srikakulam,2000,0.33,5.212,13.022,6.244
Andhra Pradesh,Srikakulam,2001,1.39,4.902,11.934,6.032
Andhra Pradesh,Srikakulam,2002,0.284,4.21,12.566,6.676
Andhra Pradesh,Srikakulam,2003,0.884,7.674,11.512,5.668
Andhra Pradesh,Srikakulam,2004,0.148,5.906,12.188,5.744
Andhra Pradesh,Srikakulam,2005,0.624,9.518,11.428,5.846
Andhra Pradesh,Srikakulam,2006,0.904,7.738,11.484,5.94
Andhra Pradesh,Srikakulam,2007,0.222,7.856,11.38,5.508
Andhra Pradesh,Srikakulam,2008,1.678,5.65,11.322,6.236
Andhra Pradesh,Srikakulam,2009,0.796,4.326,12.518,6.684
Andhra Pradesh,Srikakulam,2010,2.26,8.332,11.168,5.22
Andhra Pradesh,Srikakulam,2011,0.476,4.11,12.19,6.806
Andhra Pradesh,Srikakulam,2012,1.92,6.572,11.732,6.174
Andhra Pradesh,Srikakulam,2013,0.548,8.294,11.204,6.146
Andhra Pradesh,Srikakulam,2014,0.308,7.134,11.068,6.422
Andhra Pradesh,Srikakulam,2015,1.038,8.228,11.08,5.878
Andhra Pradesh,Srikakulam,2016,0.342,7.264,11.618,5.63
Andhra Pradesh,Srikakulam,2017,0.682,7.482,11.812,5.448
Andhra Pradesh,Visakhapatnam,1984,0.342,5.914,13.634,6.427
Andhra Pradesh,Visakhapatnam,1985,0.7869999999999999,7.476,13.595,6.542
Andhra Pradesh,Visakhapatnam,1986,1.226,7.293,12.709,6.7219999999999995
Andhra Pradesh,Visakhapatnam,1987,1.1760000000000002,5.384,13.207,7.019
Andhra Pradesh,Visakhapatnam,1988,0.168,6.8420000000000005,14.369,6.383
Andhra Pradesh,Visakhapatnam,1989,0.276,7.182,15.013,6.411
Andhra Pradesh,Visakhapatnam,1990,1.188,8.190000000000001,12.741,5.496
Andhra Pradesh,Visakhapatnam,1991,0.9019999999999999,6.879,13.097999999999999,5.968
Andhra Pradesh,Visakhapatnam,1992,1.233,7.146000000000001,12.956,6.454
Andhra Pradesh,Visakhapatnam,1993,0.159,7.0280000000000005,13.783999999999999,6.074999999999999
Andhra Pradesh,Visakhapatnam,1994,0.8009999999999999,7.213,13.611,5.926
Andhra Pradesh,Visakhapatnam,1995,0.673,9.143,12.238,5.676
Andhra Pradesh,Visakhapatnam,1996,0.521,8.246,13.202,6.048
Andhra Pradesh,Visakhapatnam,1997,1.222,6.111,12.553,6.458
Andhra Pradesh,Visakhapatnam,1998,1.451,9.437999999999999,12.146,5.334
Andhra Pradesh,Visakhapatnam,1999,0.118,7.036,13.796,5.991
Andhra Pradesh,Visakhapatnam,2000,0.344,6.518,14.495000000000001,6.305
Andhra Pradesh,Visakhapatnam,2001,0.935,6.186999999999999,13.591000000000001,5.877000000000001
Andhra Pradesh,Visakhapatnam,2002,0.359,5.026999999999999,14.108,6.586
Andhra Pradesh,Visakhapatnam,2003,0.841,8.582,13.443999999999999,5.898
Andhra Pradesh,Visakhapatnam,2004,0.257,8.248000000000001,13.285,5.862
Andhra Pradesh,Visakhapatnam,2005,0.445,9.777000000000001,13.318999999999999,5.9559999999999995
Andhra Pradesh,Visakhapatnam,2006,0.856,8.803,12.612,5.9990000000000006
Andhra Pradesh,Visakhapatnam,2007,0.16,8.59,13.073,5.824999999999999
Andhra Pradesh,Visakhapatnam,2008,1.482,7.034,13.205,6.117
Andhra Pradesh,Visakhapatnam,2009,0.5449999999999999,5.773,13.899000000000001,6.595000000000001
Andhra Pradesh,Visakhapatnam,2010,1.956,10.701,12.609,5.749
Andhra Pradesh,Visakhapatnam,2011,0.29300000000000004,5.715,13.620999999999999,6.670999999999999
Andhra Pradesh,Visakhapatnam,2012,1.201,8.927,13.779,6.3469999999999995
Andhra Pradesh,Visakhapatnam,2013,0.553,8.73,13.046,5.8629999999999995
Andhra Pradesh,Visakhapatnam,2014,0.369,8.18,12.54,6.593
Andhra Pradesh,Visakhapatnam,2015,0.638,9.634,13.113,6.0280000000000005
Andhra Pradesh,Visakhapatnam,2016,0.227,9.492,13.6,6.0489999999999995
Andhra Pradesh,Visakhapatnam,2017,0.18,9.837,14.161000000000001,5.773
Andhra Pradesh,Vizianagaram,1984,0.371,5.221,12.957,6.702
Andhra Pradesh,Vizianagaram,1985,1.056,6.7010000000000005,12.595,6.693
Andhra Pradesh,Vizianagaram,1986,1.5030000000000001,7.245,11.385,6.926
Andhra Pradesh,Vizianagaram,1987,1.6600000000000001,5.146,11.722,7.221
Andhra Pradesh,Vizianagaram,1988,0.164,6.093,13.283999999999999,6.525
Andhra Pradesh,Vizianagaram,1989,0.286,6.38,14.058,6.699999999999999
Andhra Pradesh,Vizianagaram,1990,1.479,6.595000000000001,11.687,5.84
Andhra Pradesh,Vizianagaram,1991,0.823,5.984,12.233,6.074999999999999
Andhra Pradesh,Vizianagaram,1992,1.486,6.684,12.433,6.579000000000001
Andhra Pradesh,Vizianagaram,1993,0.10600000000000001,6.271,12.947,6.27
Andhra Pradesh,Vizianagaram,1994,0.697,6.435,12.641,6.260999999999999
Andhra Pradesh,Vizianagaram,1995,0.9199999999999999,8.363,11.323,5.821
Andhra Pradesh,Vizianagaram,1996,0.603,8.521,11.792000000000002,5.852
Andhra Pradesh,Vizianagaram,1997,1.339,6.052,11.653,6.776
Andhra Pradesh,Vizianagaram,1998,1.4689999999999999,9.236,11.094000000000001,5.315
Andhra Pradesh,Vizianagaram,1999,0.10200000000000001,5.776,13.109,6.289
Andhra Pradesh,Vizianagaram,2000,0.34199999999999997,5.7620000000000005,13.582,6.497
Andhra Pradesh,Vizianagaram,2001,1.299,5.103999999999999,12.648,6.2379999999999995
Andhra Pradesh,Vizianagaram,2002,0.28200000000000003,4.408,13.323,6.945
Andhra Pradesh,Vizianagaram,2003,0.894,7.94,12.355,5.993
Andhra Pradesh,Vizianagaram,2004,0.18,6.833,12.626999999999999,5.977
Andhra Pradesh,Vizianagaram,2005,0.581,9.821000000000002,12.126999999999999,6.07
Andhra Pradesh,Vizianagaram,2006,0.943,8.157,11.887,6.144
Andhra Pradesh,Vizianagaram,2007,0.16799999999999998,8.248000000000001,12.079,5.741
Andhra Pradesh,Vizianagaram,2008,1.713,6.016,11.981,6.438000000000001
Andhra Pradesh,Vizianagaram,2009,0.772,4.9,12.94,6.91
Andhra Pradesh,Vizianagaram,2010,2.4299999999999997,9.347,11.646,5.546
Andhra Pradesh,Vizianagaram,2011,0.368,4.726,12.684000000000001,7.003
Andhra Pradesh,Vizianagaram,2012,1.6059999999999999,7.254,12.597000000000001,6.574
Andhra Pradesh,Vizianagaram,2013,0.685,8.219,11.744,6.311
Andhra Pradesh,Vizianagaram,2014,0.384,7.881,11.350000000000001,6.688
Andhra Pradesh,Vizianagaram,2015,0.883,9.43,11.742,6.048
Andhra Pradesh,Vizianagaram,2016,0.263,8.165,12.55,6.004
Andhra Pradesh,Vizianagaram,2017,0.34099999999999997,8.52,12.835,5.787
Andhra Pradesh,West Godavari,1984,0.408,4.062,14.29,7.94
Andhra Pradesh,West Godavari,1985,0.766,5.114,14.144,7.474
Andhra Pradesh,West Godavari,1986,1.17,4.07,13.662,8.284
Andhra Pradesh,West Godavari,1987,1.584,4.452,13.396,7.814
Andhra Pradesh,West Godavari,1988,0.348,7.162,14.574,6.812
Andhra Pradesh,West Godavari,1989,0.282,5.936,15.67,6.81
Andhra Pradesh,West Godavari,1990,0.85,4.808,13.724,6.73
Andhra Pradesh,West Godavari,1991,1.57,6.122,13.59,6.78
Andhra Pradesh,West Godavari,1992,1.858,5.92,13.228,7.148
Andhra Pradesh,West Godavari,1993,0.324,4.694,13.904,7.19
Andhra Pradesh,West Godavari,1994,2.536,6.112,13.538,6.926
Andhra Pradesh,West Godavari,1995,0.432,7.618,12.656,6.168
Andhra Pradesh,West Godavari,1996,0.476,8.532,13.566,6.334
Andhra Pradesh,West Godavari,1997,1.424,5.472,12.87,7.294
Andhra Pradesh,West Godavari,1998,1.338,8.142,12.032,6.276
Andhra Pradesh,West Godavari,1999,0.196,4.346,14.906,7.284
Andhra Pradesh,West Godavari,2000,0.454,5.368,14.866,6.848
Andhra Pradesh,West Godavari,2001,0.652,4.518,14.228,7.118
Andhra Pradesh,West Godavari,2002,0.642,4.194,14.204,7.838
Andhra Pradesh,West Godavari,2003,0.91,5.796,13.286,6.676
Andhra Pradesh,West Godavari,2004,0.162,5.416,14.38,6.72
Andhra Pradesh,West Godavari,2005,0.358,8.092,13.38,6.438
Andhra Pradesh,West Godavari,2006,0.74,8.126,13.174,7.066
Andhra Pradesh,West Godavari,2007,0.126,7.444,13.23,6.134
Andhra Pradesh,West Godavari,2008,1.862,5.602,12.852,7.024
Andhra Pradesh,West Godavari,2009,0.708,3.828,14.2,7.91
Andhra Pradesh,West Godavari,2010,1.844,8.768,12.618,6.192
Andhra Pradesh,West Godavari,2011,0.43,4.55,14.06,7.45
Andhra Pradesh,West Godavari,2012,1.61,7.104,13.618,7.158
Andhra Pradesh,West Godavari,2013,1.014,7.432,12.948,6.69
Andhra Pradesh,West Godavari,2014,0.334,4.178,13.682,7.922
Andhra Pradesh,West Godavari,2015,0.678,5.68,13.788,6.988
Andhra Pradesh,West Godavari,2016,0.124,6.018,14.486,6.714
Andhra Pradesh,West Godavari,2017,0.18,6.606,14.364,6.31
Andhra Pradesh,Y.S.R.,1984,1.504,2.34,13.0452,10.342
Andhra Pradesh,Y.S.R.,1985,1.2012,2.372,14.350800000000001,9.8064
Andhra Pradesh,Y.S.R.,1986,1.0372,2.3367999999999998,13.4252,10.134
Andhra Pradesh,Y.S.R.,1987,1.5408000000000002,2.8288,13.6664,9.7
Andhra Pradesh,Y.S.R.,1988,0.7468,3.6052,14.395199999999999,8.862
Andhra Pradesh,Y.S.R.,1989,0.8432000000000001,3.3296,15.315199999999999,9.752799999999999
Andhra Pradesh,Y.S.R.,1990,0.532,2.6564,14.226400000000002,10.2268
Andhra Pradesh,Y.S.R.,1991,1.222,4.016,14.057999999999998,9.7272
Andhra Pradesh,Y.S.R.,1992,1.082,2.5504000000000002,14.596,9.8468
Andhra Pradesh,Y.S.R.,1993,1.5436,3.3212,13.834399999999999,9.3376
Andhra Pradesh,Y.S.R.,1994,1.2936,2.8624,13.398,10.1356
Andhra Pradesh,Y.S.R.,1995,0.45280000000000004,3.8436,13.834399999999999,8.5056
Andhra Pradesh,Y.S.R.,1996,0.9616,5.0927999999999995,14.1976,8.5344
Andhra Pradesh,Y.S.R.,1997,2.124,2.6635999999999997,12.9552,10.024799999999999
Andhra Pradesh,Y.S.R.,1998,0.8988000000000002,4.2112,13.1124,8.064400000000001
Andhra Pradesh,Y.S.R.,1999,0.5976,2.9396,14.4768,9.5208
Andhra Pradesh,Y.S.R.,2000,0.9007999999999999,3.5363999999999995,14.433600000000002,9.132000000000001
Andhra Pradesh,Y.S.R.,2001,0.7588,3.7323999999999997,13.657999999999998,9.158
Andhra Pradesh,Y.S.R.,2002,0.6516,2.8724,13.911599999999998,10.1568
Andhra Pradesh,Y.S.R.,2003,0.5192,3.0460000000000003,14.1548,9.600399999999999
Andhra Pradesh,Y.S.R.,2004,0.48319999999999996,2.818,14.6916,9.409600000000001
Andhra Pradesh,Y.S.R.,2005,1.0004,4.8596,13.102799999999998,8.244
Andhra Pradesh,Y.S.R.,2006,1.3524,2.6887999999999996,13.036000000000001,10.1604
Andhra Pradesh,Y.S.R.,2007,0.418,5.593999999999999,13.805599999999998,8.0592
Andhra Pradesh,Y.S.R.,2008,1.4891999999999999,3.5352000000000006,12.8888,9.1284
Andhra Pradesh,Y.S.R.,2009,1.3603999999999998,2.8992,13.487200000000001,9.8224
Andhra Pradesh,Y.S.R.,2010,1.372,3.9744,12.646,8.7116
Andhra Pradesh,Y.S.R.,2011,0.6904,3.0688000000000004,14.0148,10.1824
Andhra Pradesh,Y.S.R.,2012,0.678,2.7527999999999997,14.7912,10.5504
Andhra Pradesh,Y.S.R.,2013,0.4204,3.8251999999999997,14.300799999999999,8.8492
Andhra Pradesh,Y.S.R.,2014,0.6683999999999999,2.8568000000000002,13.588400000000002,9.9528
Andhra Pradesh,Y.S.R.,2015,3.1176000000000004,3.0576,13.104800000000001,10.0756
Andhra Pradesh,Y.S.R.,2016,0.6404,2.1003999999999996,14.490800000000002,10.3624
Andhra Pradesh,Y.S.R.,2017,0.6348,4.9916,13.874,8.7952
Arunachal Pradesh,Anjaw,1984,0.932,8.78,11.228,8.548
Arunachal Pradesh,Anjaw,1985,1.686,8.95,10.47,8.308
Arunachal Pradesh,Anjaw,1986,1.18,9.458,11.012,8.804
Arunachal Pradesh,Anjaw,1987,0.934,8.666,11.478,8.334
Arunachal Pradesh,Anjaw,1988,2.36,10.156,10.948,7.84
Arunachal Pradesh,Anjaw,1989,1.778,8.908,10.846,8.532
Arunachal Pradesh,Anjaw,1990,1.136,10.594,10.9,8.338
Arunachal Pradesh,Anjaw,1991,0.732,8.584,11.198,8.05
Arunachal Pradesh,Anjaw,1992,1.374,7.252,10.756,8.882
Arunachal Pradesh,Anjaw,1993,1.158,8.946,10.952,8.75
Arunachal Pradesh,Anjaw,1994,1.198,6.438,10.98,9.594
Arunachal Pradesh,Anjaw,1995,0.984,7.622,10.66,8.628
Arunachal Pradesh,Anjaw,1996,0.89,5.764,10.794,8.932
Arunachal Pradesh,Anjaw,1997,1.29,6.564,10.456,8.828
Arunachal Pradesh,Anjaw,1998,1.052,6.264,11.24,8.428
Arunachal Pradesh,Anjaw,1999,0.434,4.282,12.384,8.796
Arunachal Pradesh,Anjaw,2000,0.548,5.06,11.218,9.112
Arunachal Pradesh,Anjaw,2001,0.468,5.04,11.622,8.832
Arunachal Pradesh,Anjaw,2002,1.118,5.974,11.4,8.898
Arunachal Pradesh,Anjaw,2003,0.46,6.67,11.28,8.468
Arunachal Pradesh,Anjaw,2004,1.206,5.278,11.256,8.488
Arunachal Pradesh,Anjaw,2005,1.286,5.372,10.54,8.87
Arunachal Pradesh,Anjaw,2006,1.322,5.176,11.16,9.428
Arunachal Pradesh,Anjaw,2007,0.578,5.178,11.402,9.432
Arunachal Pradesh,Anjaw,2008,0.922,9.044,11.146,8.634
Arunachal Pradesh,Anjaw,2009,1.148,8.372,10.834,9.192
Arunachal Pradesh,Anjaw,2010,1.682,9.726,10.974,7.86
Arunachal Pradesh,Anjaw,2011,1.568,7.466,10.506,8.804
Arunachal Pradesh,Anjaw,2012,0.956,10.69,10.82,8.03
Arunachal Pradesh,Anjaw,2013,0.742,8.288,11.222,7.792
Arunachal Pradesh,Anjaw,2014,0.64,7.684,10.616,8.08
Arunachal Pradesh,Anjaw,2015,0.844,6.682,10.43,8.05
Arunachal Pradesh,Anjaw,2016,1.322,6.802,10.404,7.838
Arunachal Pradesh,Anjaw,2017,1.422,8.032,10.872,7.608
Arunachal Pradesh,Changlang,1984,0.956,9.231000000000002,11.768,8.065
Arunachal Pradesh,Changlang,1985,1.802,9.439,11.072,7.792999999999999
Arunachal Pradesh,Changlang,1986,1.2349999999999999,9.685,11.386,8.512
Arunachal Pradesh,Changlang,1987,0.92,8.756,11.415,8.064
Arunachal Pradesh,Changlang,1988,2.542,10.724,10.847000000000001,7.6579999999999995
Arunachal Pradesh,Changlang,1989,1.927,9.379000000000001,11.107,8.024000000000001
Arunachal Pradesh,Changlang,1990,1.193,10.792,11.004000000000001,8.029
Arunachal Pradesh,Changlang,1991,0.6759999999999999,8.155,11.474,7.527000000000001
Arunachal Pradesh,Changlang,1992,1.355,7.646,11.594999999999999,8.634
Arunachal Pradesh,Changlang,1993,1.1400000000000001,8.67,11.783000000000001,8.629
Arunachal Pradesh,Changlang,1994,1.0979999999999999,6.037000000000001,12.365,9.916
Arunachal Pradesh,Changlang,1995,0.867,7.3100000000000005,12.0,8.46
Arunachal Pradesh,Changlang,1996,0.7889999999999999,5.220000000000001,12.306000000000001,9.394
Arunachal Pradesh,Changlang,1997,1.242,6.4670000000000005,12.055,8.646
Arunachal Pradesh,Changlang,1998,0.9510000000000001,4.975,12.484,8.873000000000001
Arunachal Pradesh,Changlang,1999,0.359,3.457,13.504,9.495000000000001
Arunachal Pradesh,Changlang,2000,0.503,4.104,13.161999999999999,9.68
Arunachal Pradesh,Changlang,2001,0.41300000000000003,4.102,13.112,9.362
Arunachal Pradesh,Changlang,2002,1.115,5.103999999999999,12.647,9.071
Arunachal Pradesh,Changlang,2003,0.432,5.484999999999999,12.489,8.917
Arunachal Pradesh,Changlang,2004,1.0630000000000002,4.276,12.488,8.617
Arunachal Pradesh,Changlang,2005,1.1789999999999998,4.625,11.783,9.387
Arunachal Pradesh,Changlang,2006,1.255,4.372999999999999,12.091,9.803
Arunachal Pradesh,Changlang,2007,0.491,4.3919999999999995,12.416,9.763
Arunachal Pradesh,Changlang,2008,0.842,9.463999999999999,11.791,8.177
Arunachal Pradesh,Changlang,2009,1.2,9.004,10.927,8.469
Arunachal Pradesh,Changlang,2010,1.816,10.343,11.253,7.405
Arunachal Pradesh,Changlang,2011,1.7469999999999999,8.062999999999999,10.779,8.182
Arunachal Pradesh,Changlang,2012,0.962,11.424,10.986,7.246
Arunachal Pradesh,Changlang,2013,0.801,8.546,11.326,7.493
Arunachal Pradesh,Changlang,2014,0.6779999999999999,7.952999999999999,10.985,7.725
Arunachal Pradesh,Changlang,2015,1.037,9.492,10.745000000000001,7.631
Arunachal Pradesh,Changlang,2016,1.528,8.824,10.257000000000001,7.211
Arunachal Pradesh,Changlang,2017,1.575,10.718,10.722999999999999,7.135999999999999
Arunachal Pradesh,Dibang Valley,1984,0.338,4.808,11.868,9.028
Arunachal Pradesh,Dibang Valley,1985,0.702,5.23,10.954,8.898
Arunachal Pradesh,Dibang Valley,1986,0.418,5.728,10.844,9.158
Arunachal Pradesh,Dibang Valley,1987,0.392,6.056,11.52,8.528
Arunachal Pradesh,Dibang Valley,1988,0.6,5.154,11.388,8.506
Arunachal Pradesh,Dibang Valley,1989,0.562,4.448,10.872,8.976
Arunachal Pradesh,Dibang Valley,1990,0.368,6.07,11.21,8.62
Arunachal Pradesh,Dibang Valley,1991,0.37,5.496,10.946,8.324
Arunachal Pradesh,Dibang Valley,1992,0.578,4.032,11.016,9.54
Arunachal Pradesh,Dibang Valley,1993,0.454,5.756,11.366,8.982
Arunachal Pradesh,Dibang Valley,1994,0.6,4.158,11.148,10.05
Arunachal Pradesh,Dibang Valley,1995,0.484,5.006,11.182,8.958
Arunachal Pradesh,Dibang Valley,1996,0.516,4.466,11.034,9.24
Arunachal Pradesh,Dibang Valley,1997,0.63,4.592,10.568,9.272
Arunachal Pradesh,Dibang Valley,1998,0.636,6.572,11.588,8.488
Arunachal Pradesh,Dibang Valley,1999,0.242,4.192,12.52,9.07
Arunachal Pradesh,Dibang Valley,2000,0.354,4.642,10.952,9.36
Arunachal Pradesh,Dibang Valley,2001,0.32,4.562,11.908,9.578
Arunachal Pradesh,Dibang Valley,2002,0.488,4.554,11.538,9.372
Arunachal Pradesh,Dibang Valley,2003,0.23,5.672,11.008,8.466
Arunachal Pradesh,Dibang Valley,2004,0.534,5.028,11.084,8.928
Arunachal Pradesh,Dibang Valley,2005,0.75,3.596,10.852,9.446
Arunachal Pradesh,Dibang Valley,2006,0.69,3.86,11.938,9.55
Arunachal Pradesh,Dibang Valley,2007,0.386,4.264,11.61,9.268
Arunachal Pradesh,Dibang Valley,2008,0.642,4.888,11.35,9.206
Arunachal Pradesh,Dibang Valley,2009,0.456,4.166,11.546,9.692
Arunachal Pradesh,Dibang Valley,2010,0.652,5.112,11.446,8.508
Arunachal Pradesh,Dibang Valley,2011,0.546,4.048,10.746,9.188
Arunachal Pradesh,Dibang Valley,2012,0.368,5.48,10.706,8.324
Arunachal Pradesh,Dibang Valley,2013,0.398,4.974,10.63,8.358
Arunachal Pradesh,Dibang Valley,2014,0.254,4.804,10.41,8.436
Arunachal Pradesh,Dibang Valley,2015,0.418,7.964,10.134,8.15
Arunachal Pradesh,Dibang Valley,2016,0.466,7.744,10.458,8.062
Arunachal Pradesh,Dibang Valley,2017,0.492,7.434,10.86,7.96
Arunachal Pradesh,East Kameng,1984,0.299,8.039,11.668,7.084
Arunachal Pradesh,East Kameng,1985,0.867,8.347999999999999,10.998000000000001,7.420999999999999
Arunachal Pradesh,East Kameng,1986,0.29100000000000004,7.855,11.154,7.932
Arunachal Pradesh,East Kameng,1987,0.627,10.021,10.968,7.165
Arunachal Pradesh,East Kameng,1988,1.1520000000000001,10.048,11.03,6.944
Arunachal Pradesh,East Kameng,1989,0.84,8.702,10.937,7.466
Arunachal Pradesh,East Kameng,1990,0.853,12.555,10.622,6.907
Arunachal Pradesh,East Kameng,1991,0.361,11.6,10.837,7.016
Arunachal Pradesh,East Kameng,1992,1.046,7.579000000000001,10.940000000000001,8.079
Arunachal Pradesh,East Kameng,1993,1.302,10.766,10.695,7.1739999999999995
Arunachal Pradesh,East Kameng,1994,1.0390000000000001,9.25,10.966000000000001,7.58
Arunachal Pradesh,East Kameng,1995,0.875,10.544,10.919,6.939
Arunachal Pradesh,East Kameng,1996,0.739,7.548,10.98,7.368
Arunachal Pradesh,East Kameng,1997,1.186,9.245000000000001,10.866,7.309
Arunachal Pradesh,East Kameng,1998,0.766,10.614,11.242,6.718
Arunachal Pradesh,East Kameng,1999,0.187,9.325,11.724,7.3870000000000005
Arunachal Pradesh,East Kameng,2000,0.596,10.129000000000001,11.278,7.308
Arunachal Pradesh,East Kameng,2001,0.528,7.399,11.303999999999998,7.702999999999999
Arunachal Pradesh,East Kameng,2002,0.985,8.08,10.966999999999999,7.921
Arunachal Pradesh,East Kameng,2003,0.8220000000000001,10.458,10.495000000000001,6.997
Arunachal Pradesh,East Kameng,2004,0.586,10.325,10.553999999999998,6.998
Arunachal Pradesh,East Kameng,2005,1.154,8.133,10.298,7.67
Arunachal Pradesh,East Kameng,2006,0.897,7.745,10.523,8.120000000000001
Arunachal Pradesh,East Kameng,2007,1.3039999999999998,11.423,10.498999999999999,7.37
Arunachal Pradesh,East Kameng,2008,0.984,10.129,10.169,7.2059999999999995
Arunachal Pradesh,East Kameng,2009,0.5760000000000001,9.237,10.067,7.68
Arunachal Pradesh,East Kameng,2010,1.109,11.892,10.621,6.76
Arunachal Pradesh,East Kameng,2011,1.1059999999999999,9.471,10.21,7.506
Arunachal Pradesh,East Kameng,2012,0.425,11.317,10.289,6.158
Arunachal Pradesh,East Kameng,2013,0.497,9.608,10.165,6.195
Arunachal Pradesh,East Kameng,2014,0.486,9.83,9.468,6.4
Arunachal Pradesh,East Kameng,2015,0.6040000000000001,9.77,9.225999999999999,6.234
Arunachal Pradesh,East Kameng,2016,0.859,8.297,9.195,6.33
Arunachal Pradesh,East Kameng,2017,0.9390000000000001,10.568000000000001,9.677,6.314
Arunachal Pradesh,East Siang,1984,0.5309999999999999,11.248999999999999,12.831,8.39
Arunachal Pradesh,East Siang,1985,1.525,11.437999999999999,12.193999999999999,8.529
